W,1594,-2068,-98,22,2,1329
W,1555,-2033,-190,32706,32580,1363
W,0,0,0,-1,-1,-1
W,1557,-2029,-209,-70,-123,1457
W,1564,-1991,-230,-104,-169,1497
W,1572,-1950,-222,28,-28,1521
W,1683,-1920,-46,-780,-767,890
W,1746,-1820,161,-369,-243,1386
W,1837,-1798,358,-618,-261,949
W,1874,-1835,364,-540,-261,805
W,1847,-1840,297,-439,-188,947
W,1834,-1849,296,-505,-290,941
W,1901,-1869,403,-534,-461,860
W,1928,-1927,481,-377,-300,819
W,1934,-2009,545,207,-314,611
W,1944,-2136,550,-321,-385,634
W,1908,-2205,495,-15,-388,654
W,1963,-2225,547,-372,-518,464
W,1958,-2196,533,-242,-450,653
W,1984,-2218,533,-301,-512,715
W,2014,-2238,587,-302,-470,625
W,2017,-2242,587,-326,-444,593
W,1998,-2244,583,-205,-328,625
W,1991,-2245,591,-213,-381,530
W,2014,-2242,600,-261,-412,561
W,2010,-2237,583,-292,-444,552
W,2004,-2220,571,-292,-394,558
W,2017,-2204,570,-356,-381,528
W,2018,-2185,560,-286,-336,582
W,2005,-2162,540,-228,-303,695
W,1988,-2155,469,-304,-324,639
W,2003,-2241,433,-142,-257,733
W,2047,-2357,393,-88,-436,680
W,2172,-2309,513,-227,-229,649
W,2255,-2288,586,-573,-271,594
W,2234,-2229,623,-625,-513,222
W,2253,-2159,664,-543,-285,342
W,2319,-2222,760,-323,-350,262
W,2307,-2334,740,-296,-310,309
W,2285,-2338,691,-389,-256,466
W,2266,-2289,677,-426,-366,415
W,2314,-2324,729,-359,-312,475
W,2313,-2238,744,-184,-308,286
W,2306,-2276,695,-353,-322,331
W,2301,-2283,651,-359,-251,383
W,2286,-2292,594,-345,-334,371
W,2298,-2265,572,-296,-276,487
W,2287,-2322,530,-208,-168,654
W,2250,-2396,460,-192,-225,649
W,2206,-2413,451,-123,-357,706
W,2318,-2226,607,-364,-480,320
W,2393,-2019,874,-674,-104,403
W,2299,-2083,825,-388,-254,303
W,2356,-2261,879,-453,-643,344
W,2342,-2332,1002,-526,-847,517
W,2098,-2619,1035,-295,-1550,1015
W,1612,-2965,1216,939,-2376,155
W,1105,-3294,1729,2930,-2415,296
W,93,-3933,2226,5237,-2709,-1445
W,-1416,-4356,2895,6072,-1251,-2865
W,-3439,-4486,3645,5860,1092,-3246
W,-4973,-4358,4033,4928,1953,-3034
W,-5516,-4176,4034,4873,1872,-2818
W,-4651,-3751,3460,4637,544,-2059
W,-3743,-3397,3036,4482,51,-1309
W,-2918,-3096,2602,3778,-780,-813
W,-2156,-2734,2321,2835,-1506,-391
W,-1638,-2371,2177,1669,-1907,-373
W,-1367,-1985,2042,857,-1847,147
W,-1377,-1979,1865,953,-2872,-704
W,-1249,-2076,2183,255,-2747,-1102
W,-1161,-2049,2343,575,-1762,-1218
W,-1062,-2108,2358,435,-1322,-1415
W,-1006,-2275,2281,601,-1127,-1467
W,-955,-2433,2187,733,-964,-1269
W,-895,-2518,2114,690,-894,-1008
W,-797,-2586,2117,586,-478,-840
W,-740,-2673,2131,687,-787,-1167
W,-576,-2618,2268,215,-898,-1156
W,-553,-2642,2240,118,-1143,-1168
