W,-1278,-1133,-3724,1648,1377,5388
W,-1304,-1082,-3638,1604,1037,5447
W,-833,-646,-3524,112,212,5414
W,-794,-697,-3597,275,498,5329
W,-776,-758,-3639,548,687,5368
W,-758,-783,-3636,719,628,5381
W,-713,-766,-3616,645,477,5386
W,-669,-749,-3603,515,450,5447
W,-662,-735,-3569,521,503,5432
W,-697,-730,-3516,456,294,5232
W,-734,-739,-3487,866,429,5225
W,-730,-593,-3391,1164,459,5304
W,-652,-252,-3233,915,335,5284
W,-541,291,-3047,300,6520,4933
W,-466,925,-2868,6190,6244,4745
W,-471,1586,-2669,5901,5621,4508
W,-580,2267,-2517,5366,5179,3715
W,-847,2817,-2450,4949,4969,2318
W,-1096,2975,-2286,5129,4503,1271
W,-1659,2760,-2204,6328,4002,850
W,-2509,2464,-2494,1267,4558,1663
W,-2793,2269,-2732,1708,5322,2949
W,-2776,2189,-2933,1107,5674,3115
W,-2791,2165,-3017,959,5902,3281
W,-2802,2120,-3020,950,5694,3026
W,-2797,2006,-3010,910,5767,2762
W,-2890,1883,-2970,1349,6057,2696
W,-2966,1823,-2936,1629,6281,2595
W,-2987,1818,-2917,1646,6255,2594
W,-2909,1784,-2929,1471,6065,2557
W,-2891,1771,-2986,1429,6468,2850
W,-2876,1759,-3032,1237,6486,2730
W,-2855,1746,-3048,1222,87,2790
W,-2873,1739,-3045,1293,26,2676
W,-2866,1726,-3039,1148,43,2627
W,-2880,1697,-3025,1225,6,2670
W,-2878,1668,-3042,1294,98,2667
W,-2792,1658,-3067,1299,231,2498
W,-2693,1725,-3167,1219,393,2316
W,-2477,1864,-3286,950,631,2814
W,-2136,2007,-3320,375,206,2916
W,-1896,2091,-3374,6496,57,2495
W,-1779,2115,-3443,2,382,2371
W,-1643,2105,-3491,6549,579,2572
W,-1544,2085,-3504,6464,515,2610
W,-1497,2046,-3504,6514,540,2653
W,-1465,2016,-3509,137,594,2563
W,-1417,2011,-3504,176,609,2561
W,-1366,2023,-3508,194,532,2508
W,-1291,2034,-3521,58,613,2632
W,-1257,2027,-3514,17,567,2597
W,-1245,1998,-3505,143,618,2538
W,-1255,1967,-3488,261,665,2510
W,-1263,1940,-3465,331,631,2588
W,-1260,1908,-3442,315,572,2584
W,-1263,1871,-3419,382,608,2595
W,-1259,1842,-3388,467,569,2569
W,-1255,1826,-3365,568,470,2543
W,-1248,1820,-3355,539,524,2553
W,-1245,1810,-3345,517,542,2556
W,-1253,1797,-3343,671,449,2503
W,-1239,1801,-3351,657,575,2578
W,-1229,1800,-3343,483,538,2611
W,-1239,1763,-3327,552,456,2549
W,-1250,1754,-3330,911,659,2597
W,-1208,1798,-3297,614,547,2626
W,-1220,1807,-3230,566,217,2514
W,-1222,1787,-3214,701,349,2444
W,-1235,1768,-3182,816,393,2528
W,-1256,1746,-3156,773,273,2434
W,-1288,1716,-3121,788,396,2546
W,-1349,1682,-3061,882,261,2521
W,-1443,1636,-3012,1006,57,2396
W,-1532,1593,-2990,1235,349,2451
W,-1606,1554,-2935,1173,280,2467
W,-1680,1501,-2881,1250,137,2459
W,-1757,1457,-2852,1436,135,2435
W,-1828,1431,-2845,1576,210,2299
W,-1857,1445,-2849,1533,374,2371
W,-1852,1465,-2844,1323,209,2424
W,-1838,1469,-2856,1330,141,2433
